filename, marker, isBubble, minX, minY, maxX, maxY, pixCount, xRange, yRange, isAreaLessThanMax, isAreaMoreThanMin, isXLessThanMax, isYLessThanMax, isRegionEnclosed, isPixCountMoreThanMin, isDistBtwCentersLessThanMax, distBtwCenters, blkPixPercent, sumPix, sdHoriz, sdVert, sdPix, enclosed, percentEnclosed, percentArea, histH_1,histH_2,histH_3,histH_4,histH_5,histH_6,histH_7,histH_8,histH_9,histH_10,histV_1,histV_2,histV_3,histV_4,histV_5,histV_6,histV_7,histV_8,histV_9,histV_10,histR_1,histR_2,histR_3,histR_4,histR_5,histR_6,histR_7,histR_8,histR_9,histR_10,histR_11,histR_12,histR_13,histR_14,histR_15,histR_16,histR_17,histR_18,histR_19,histR_20,histR_21,histR_22,histR_23,histR_24
"0670_020_06.jpg", 3,false, 198, 34, 473, 363, 38172, 276, 330, 0, 0, 0, 0, 0, 0, 0, 76.095334942426, 0.0, 0.0, 0.0, 0.0, 0.0, false, 0.8248603351955307, 0.36720624105468985, 656, 1036, 1119, 1010, 1296, 1731, 1101, 1818, 1810, 0, 33, 720, 951, 1152, 2205, 2277, 1311, 1761, 1167, 0, 5, 6, 6, 6, 8, 22, 22, 17, 13, 9, 7, 7, 7, 7, 6, 8, 8, 12, 14, 16, 14, 12, 10, 10
"0670_020_06.jpg", 4,false, 462, 36, 555, 207, 7526, 94, 172, 0, 0, 0, 0, 0, 0, 0, 30.504098085339287, 0.0, 0.0, 0.0, 0.0, 0.0, false, 0.759069130732375, 0.06518434898300643, 294, 78, 123, 166, 218, 104, 171, 306, 412, 0, 438, 54, 0, 0, 0, 0, 243, 585, 552, 0, 0, 210, 63, 51, 50, 49, 70, 163, 85, 60, 49, 44, 43, 44, 49, 60, 65, 57, 56, 57, 64, 78, 108, 209
"0670_020_07.jpg", 2,true, 53, 7, 365, 227, 42254, 313, 221, 1, 1, 1, 1, 1, 1, 1, 47.214934078107106, 0.0, 0.0, 0.0, 0.0, 0.0, true, 1.0, 0.4488110300081103, 1146, 1443, 977, 69, 1173, 1596, 1229, 344, 336, 0, 0, 165, 1917, 1767, 1635, 1428, 120, 714, 567, 0, 0, 0, 154, 80, 58, 50, 47, 49, 58, 98, 55, 67, 0, 0, 0, 0, 122, 109, 106, 0, 0, 0, 0, 0
"0670_020_07.jpg", 3,false, 123, 82, 123, 82, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 14.807092894960848, 0.0, 0.0, 0.0, 0.0, 0.0, false, 1.0, 6.4882400648824004E-6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 3, 2, 2, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
"0670_020_07.jpg", 4,false, 81, 219, 225, 324, 3919, 145, 106, 0, 0, 0, 0, 0, 0, 0, 42.52646234992984, 0.0, 0.0, 0.0, 0.0, 0.0, true, 1.0, 0.0997242497972425, 223, 355, 508, 349, 284, 183, 286, 497, 420, 0, 498, 447, 258, 345, 348, 201, 342, 330, 336, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
"0670_020_07.jpg", 5,false, 92, 300, 92, 300, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0.7071067811865476, 0.0, 0.0, 0.0, 0.0, 0.0, true, 1.0, 6.4882400648824004E-6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 3, 2, 2, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
"0670_020_08.jpg", 2,true, 12, 9, 356, 224, 49063, 345, 216, 1, 1, 1, 1, 1, 1, 1, 44.79397280885008, 0.0, 0.0, 0.0, 0.0, 0.0, false, 0.9005297233666862, 0.49539308364245543, 727, 1252, 639, 1628, 2870, 2020, 1853, 1178, 1648, 0, 111, 1227, 2517, 2426, 2698, 441, 1748, 1348, 1299, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"0670_020_08.jpg", 3,false, 300, 85, 300, 85, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, false, 1.0, 6.647786951723771E-6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 6, 6, 6, 8, 16, 220, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
"0670_020_08.jpg", 4,false, 127, 210, 133, 211, 16, 7, 2, 0, 0, 0, 0, 0, 0, 0, 1.118033988749895, 0.0, 0.0, 0.0, 0.0, 0.0, true, 1.0, 9.30690173241328E-5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 3, 3, 4, 4, 34, 12, 7, 5, 5, 8, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
"0670_020_08.jpg", 5,false, 178, 211, 248, 276, 1338, 71, 66, 0, 0, 0, 0, 0, 0, 0, 8.73212459828649, 0.0, 0.0, 0.0, 0.0, 0.0, true, 1.0, 0.031151529655777593, 130, 150, 207, 208, 170, 107, 71, 153, 139, 0, 225, 188, 184, 150, 102, 140, 106, 129, 111, 0, 0, 0, 0, 0, 0, 0, 141, 101, 51, 36, 29, 25, 25, 25, 28, 27, 27, 27, 27, 27, 31, 37, 52, 0
"0670_020_08.jpg", 6,false, 289, 196, 355, 314, 5063, 67, 119, 0, 0, 0, 0, 0, 0, 0, 8.94427190999916, 0.0, 0.0, 0.0, 0.0, 0.0, true, 1.0, 0.05300280536609363, 51, 43, 41, 54, 57, 33, 32, 47, 44, 0, 0, 0, 0, 0, 0, 0, 15, 198, 189, 0, 0, 0, 0, 0, 0, 141, 114, 93, 49, 34, 27, 24, 24, 24, 27, 32, 44, 51, 54, 55, 62, 0, 0, 0
"0670_020_08.jpg", 7,false, 125, 282, 154, 374, 1402, 30, 93, 0, 0, 0, 0, 0, 0, 0, 11.40175425099138, 0.0, 0.0, 0.0, 0.0, 0.0, false, 0.8283582089552238, 0.018547325595309323, 35, 50, 62, 54, 54, 33, 20, 10, 6, 0, 0, 0, 0, 51, 54, 60, 45, 57, 57, 0, 0, 0, 0, 0, 0, 138, 123, 16, 9, 6, 5, 5, 5, 5, 4, 5, 6, 12, 32, 40, 47, 57, 80, 0
"0670_020_09.jpg", 2,true, 121, 10, 366, 177, 29082, 246, 168, 1, 1, 1, 1, 1, 1, 1, 14.422205101855956, 0.0, 0.0, 0.0, 0.0, 0.0, true, 1.0, 0.27103704723867234, 19, 497, 678, 276, 265, 241, 1040, 1347, 407, 0, 0, 0, 346, 776, 1128, 855, 924, 186, 555, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
"0670_020_09.jpg", 3,false, 261, 164, 362, 311, 6420, 102, 148, 1, 1, 1, 1, 1, 1, 1, 16.32482771731451, 0.0, 0.0, 0.0, 0.0, 0.0, true, 1.0, 0.09900249867196569, 0, 0, 0, 0, 48, 124, 8, 12, 30, 0, 0, 0, 0, 0, 0, 0, 12, 78, 132, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
"0670_021_01.jpg", 2,false, 267, 9, 554, 194, 39548, 288, 186, 1, 1, 1, 1, 1, 1, 1, 17.46424919657298, 0.0, 0.0, 0.0, 0.0, 0.0, true, 1.0, 0.2309403507561779, 122, 1104, 1560, 1565, 555, 934, 2005, 2550, 951, 0, 0, 249, 1413, 2202, 1785, 2490, 407, 1570, 1230, 0, 45, 46, 148, 66, 54, 51, 54, 69, 35, 26, 24, 24, 28, 26, 26, 29, 36, 91, 12, 9, 9, 9, 11, 16
"0670_021_01.jpg", 3,true, 7, 8, 118, 199, 17595, 112, 192, 1, 1, 1, 1, 1, 1, 1, 14.326548781894402, 0.0, 0.0, 0.0, 0.0, 0.0, true, 1.0, 0.09270723757954094, 91, 383, 178, 134, 62, 40, 0, 0, 0, 0, 0, 0, 0, 57, 114, 129, 267, 108, 213, 0, 57, 68, 77, 84, 0, 0, 0, 0, 0, 0, 58, 52, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65
"0670_021_02.jpg", 2,false, 344, 13, 451, 147, 10063, 108, 135, 1, 1, 1, 1, 1, 1, 1, 33.63406011768428, 0.0, 0.0, 0.0, 0.0, 0.0, true, 1.0, 0.06199295882442982, 0, 0, 54, 192, 256, 380, 222, 114, 0, 0, 9, 120, 186, 105, 153, 303, 204, 12, 126, 0, 118, 0, 0, 0, 0, 0, 119, 97, 79, 60, 47, 39, 34, 28, 27, 27, 28, 31, 35, 43, 54, 66, 0, 0
"0670_021_02.jpg", 3,true, 15, 24, 172, 192, 19720, 158, 169, 1, 1, 1, 1, 1, 1, 1, 6.800735254367722, 0.0, 0.0, 0.0, 0.0, 0.0, true, 1.0, 0.11353470415157237, 0, 0, 90, 339, 577, 350, 124, 2, 0, 0, 0, 18, 186, 180, 156, 357, 177, 81, 327, 0, 0, 0, 0, 0, 0, 0, 0, 105, 95, 85, 77, 70, 65, 61, 57, 57, 58, 60, 63, 0, 0, 0, 0, 0
"0670_021_02.jpg", 4,false, 401, 127, 401, 127, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, true, 1.0, 4.251917614844295E-6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 3, 2, 2, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
"0670_021_03.jpg", 2,false, 190, 10, 415, 228, 32318, 226, 219, 1, 1, 1, 1, 1, 1, 1, 19.4164878389476, 0.0, 0.0, 0.0, 0.0, 0.0, true, 1.0, 0.28401735298168296, 931, 236, 441, 545, 285, 745, 970, 1326, 1118, 0, 264, 825, 636, 396, 234, 1503, 1488, 1083, 168, 0, 30, 28, 27, 27, 52, 77, 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 64, 50, 40, 34
"0670_021_03.jpg", 3,true, 7, 9, 142, 235, 23309, 136, 227, 1, 1, 1, 1, 1, 1, 1, 32.2490309931942, 0.0, 0.0, 0.0, 0.0, 0.0, true, 1.0, 0.17715649818665932, 647, 538, 147, 283, 362, 603, 354, 677, 751, 0, 0, 0, 0, 72, 1245, 957, 1212, 630, 246, 0, 0, 0, 0, 0, 106, 115, 125, 128, 0, 0, 0, 0, 0, 64, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0
"0670_021_03.jpg", 4,false, 53, 187, 56, 190, 19, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, true, 1.0, 9.181471789927926E-5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1
"0670_021_03.jpg", 5,false, 53, 251, 146, 361, 3469, 94, 111, 0, 0, 0, 0, 0, 0, 0, 15.660459763365825, 0.0, 0.0, 0.0, 0.0, 0.0, false, 0.8184782608695652, 0.059874672910067483, 135, 199, 218, 128, 142, 112, 293, 202, 98, 0, 99, 120, 174, 189, 186, 213, 201, 198, 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"0670_021_03.jpg", 6,false, 229, 296, 238, 316, 144, 10, 21, 0, 0, 0, 0, 0, 0, 0, 2.0615528128088303, 0.0, 0.0, 0.0, 0.0, 0.0, true, 1.0, 0.0012050681724280403, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
"0670_021_03.jpg", 7,false, 327, 252, 408, 391, 4236, 82, 140, 0, 0, 0, 0, 0, 0, 0, 21.319005605327842, 0.0, 0.0, 0.0, 0.0, 0.0, true, 1.0, 0.06587706009273286, 108, 2, 28, 145, 131, 45, 18, 102, 222, 0, 162, 126, 120, 72, 75, 54, 69, 66, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"0670_021_04.jpg", 2,true, 58, 10, 208, 188, 19908, 151, 179, 1, 1, 1, 1, 1, 1, 1, 14.0089257261219, 0.0, 0.0, 0.0, 0.0, 0.0, true, 1.0, 0.09332058169564557, 543, 417, 153, 3, 0, 91, 512, 969, 534, 0, 15, 75, 459, 723, 546, 441, 15, 423, 525, 0, 0, 0, 0, 0, 119, 103, 87, 69, 31, 19, 18, 18, 19, 21, 24, 27, 36, 52, 77, 85, 0, 0, 0, 0
"0670_021_04.jpg", 3,false, 349, 13, 567, 212, 29073, 219, 200, 1, 1, 1, 1, 1, 1, 1, 10.124228365658293, 0.0, 0.0, 0.0, 0.0, 0.0, true, 1.0, 0.15122429532240467, 633, 230, 458, 1172, 704, 165, 704, 1472, 1644, 0, 384, 621, 897, 939, 840, 588, 1044, 1117, 752, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"0670_021_04.jpg", 4,false, 329, 197, 370, 200, 65, 42, 4, 0, 0, 0, 0, 0, 0, 0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, true, 1.0, 5.800383930174425E-4, 36, 41, 40, 47, 35, 46, 39, 40, 30, 0, 88, 38, 32, 73, 20, 50, 17, 36, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
"0670_021_05.jpg", 2,true, 8, 9, 289, 251, 42173, 282, 243, 1, 1, 1, 1, 1, 1, 1, 46.32493928760188, 0.0, 0.0, 0.0, 0.0, 0.0, false, 0.9297784453623733, 0.5603519474041426, 0, 65, 667, 1326, 1124, 936, 82, 126, 252, 0, 0, 63, 402, 801, 1203, 576, 399, 384, 750, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"0670_021_06.jpg", 2,false, 104, 13, 258, 106, 5139, 155, 94, 0, 0, 0, 0, 0, 0, 0, 9.5524865872714, 0.0, 0.0, 0.0, 0.0, 0.0, false, 0.8877551020408163, 0.10285262496558638, 473, 471, 380, 277, 224, 380, 447, 486, 444, 0, 300, 456, 478, 542, 417, 570, 510, 309, 0, 0, 4, 5, 5, 5, 6, 8, 16, 76, 61, 42, 34, 31, 29, 29, 33, 40, 44, 40, 39, 40, 14, 8, 6, 5
"0670_021_07.jpg", 2,true, 9, 8, 237, 207, 29986, 229, 200, 1, 1, 1, 1, 1, 1, 1, 45.23549491273418, 0.0, 0.0, 0.0, 0.0, 0.0, true, 1.0, 0.19680217943374256, 75, 1046, 762, 1577, 962, 1304, 1705, 1177, 1490, 0, 267, 1503, 1719, 1785, 1272, 570, 990, 738, 1254, 0, 0, 0, 0, 0, 0, 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0
"0670_021_07.jpg", 3,false, 427, 11, 530, 122, 8585, 104, 112, 1, 1, 1, 1, 1, 1, 1, 11.236102527122116, 0.0, 0.0, 0.0, 0.0, 0.0, true, 1.0, 0.050051349040267104, 9, 0, 39, 201, 203, 213, 243, 167, 62, 0, 9, 0, 87, 300, 240, 207, 123, 120, 51, 0, 0, 0, 0, 0, 0, 0, 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 51, 0, 0, 0, 0, 0
"0670_021_07.jpg", 4,false, 346, 11, 430, 121, 5989, 85, 111, 0, 0, 0, 0, 0, 0, 0, 10.404326023342406, 0.0, 0.0, 0.0, 0.0, 0.0, true, 1.0, 0.04054210836151443, 10, 20, 10, 5, 11, 15, 25, 31, 14, 0, 105, 0, 0, 0, 0, 0, 0, 9, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 51, 52, 0, 0, 0, 0
"0670_021_07.jpg", 5,false, 228, 96, 316, 194, 4000, 89, 99, 0, 0, 0, 0, 0, 0, 0, 19.4164878389476, 0.0, 0.0, 0.0, 0.0, 0.0, true, 1.0, 0.03786078609150012, 32, 45, 93, 110, 66, 34, 28, 32, 22, 0, 0, 0, 0, 0, 0, 12, 207, 144, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 45, 46, 0, 0, 0, 0
"0670_021_07.jpg", 6,false, 9, 201, 82, 309, 3824, 74, 109, 0, 0, 0, 0, 0, 0, 0, 9.219544457292887, 0.0, 0.0, 0.0, 0.0, 0.0, false, 0.5024038461538461, 0.03465952793258881, 2, 15, 13, 0, 0, 13, 2, 0, 0, 0, 0, 15, 0, 0, 0, 15, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 43, 0, 0, 0, 51, 57, 0, 0, 0
"0670_021_08.jpg", 2,true, 154, 10, 387, 153, 22992, 234, 144, 1, 1, 1, 1, 1, 1, 1, 7.826237921249264, 0.0, 0.0, 0.0, 0.0, 0.0, true, 1.0, 0.14711840726510653, 235, 449, 769, 666, 627, 834, 1223, 849, 234, 0, 0, 243, 1041, 1404, 1116, 867, 306, 93, 816, 0, 10, 9, 9, 8, 7, 8, 10, 14, 26, 27, 22, 20, 20, 20, 20, 19, 19, 21, 26, 36, 65, 61, 39, 15
"0670_021_08.jpg", 3,false, 437, 14, 552, 135, 10369, 116, 122, 1, 1, 1, 1, 1, 1, 1, 11.236102527122116, 0.0, 0.0, 0.0, 0.0, 0.0, true, 1.0, 0.06178833391547328, 370, 166, 177, 127, 24, 0, 77, 330, 539, 0, 0, 0, 0, 0, 112, 254, 492, 437, 515, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 54, 59, 58, 49, 45, 44, 46, 51, 49, 40, 36
